i,j,a_ij,b_ij,distance,x_ij
1,1,0.0008726651460454143,43.63325730227071,43.63325730227071,0.000000077084
1,4,0.0009050233876115922,45.251169380579604,45.251169380579604,0.000000039858
1,9,0.0005732754757224383,28.663773786121915,28.663773786121915,0.000000008054
1,10,4.745062985007474e-05,2.372531492503737,2.372531492503737,0.000000025986
1,19,0.0007051803777588279,35.259018887941394,35.259018887941394,0.000000013849
1,20,0.000522485047541935,26.124252377096745,26.124252377096745,0.000000002623
1,21,0.000636960326341345,31.84801631706725,31.84801631706725,0.000000003707
1,22,0.0009782647880879312,48.91323940439656,48.91323940439656,0.000000004036
1,23,0.0006135736202472337,30.678681012361682,30.678681012361682,0.000000001583
1,25,0.000981571135471766,49.078556773588296,49.078556773588296,0.000000001650
1,33,0.0006264799835029088,31.32399917514544,31.32399917514544,0.000000002589
1,36,0.0005729540199638986,28.647700998194928,28.647700998194928,0.000000001585
1,39,0.0007109607292186897,35.54803646093448,35.54803646093448,0.000000073797
1,42,0.00043841507351522586,21.920753675761294,21.920753675761294,0.000000002107
1,44,0.0007926095855384142,39.6304792769207,39.6304792769207,0.000000001777
1,46,0.0006239575815266212,31.19787907633106,31.19787907633106,0.000000008592
1,49,0.0004201036746208289,21.005183731041445,21.005183731041445,0.000000004188
1,50,0.0005864347863892912,29.32173931946456,29.32173931946456,0.000000094573
1,51,0.0009515551835058709,47.577759175293544,47.577759175293544,0.000000004256
1,58,0.0005805207631442307,29.026038157211534,29.026038157211534,0.000000002288
1,63,0.0007195624531023443,35.97812265511721,35.97812265511721,0.000000001301
1,64,0.00011192465038229805,5.596232519114902,5.596232519114902,18.189731220284
1,68,0.0008881709543222651,44.408547716113254,44.408547716113254,0.000000002026
1,71,0.0004873275270562588,24.36637635281294,24.36637635281294,28.226270041330
1,72,0.0009837197844406924,49.185989222034614,49.185989222034614,0.000000001933
1,74,0.0008139011492896541,40.6950574644827,40.6950574644827,0.000000007276
1,76,0.0009139758208541471,45.69879104270735,45.69879104270735,0.000000017774
1,77,0.0009879114332802137,49.39557166401068,49.39557166401068,0.000000012951
1,78,0.0009391351714264662,46.95675857132331,46.95675857132331,0.000000002921
1,80,0.0007244556459183689,36.22278229591844,36.22278229591844,0.000000032860
1,84,0.0008362114516926212,41.81057258463106,41.81057258463106,0.000000003099
1,85,0.0007409673884845027,37.048369424225136,37.048369424225136,0.000000002484
1,88,0.000989613243741843,49.48066218709215,49.48066218709215,0.000000001924
1,92,0.0007091816926673728,35.45908463336864,35.45908463336864,0.000000007197
1,93,0.0007048976218270102,35.24488109135051,35.24488109135051,31.015984121385
1,97,0.0006987864991674536,34.93932495837268,34.93932495837268,0.000000001254
1,101,0.0005874258435915728,29.37129217957864,29.37129217957864,0.000000009683
1,104,0.0007674625321935628,38.37312660967814,38.37312660967814,0.000000006142
1,106,0.0003875197586845128,19.375987934225638,19.375987934225638,0.000000005274
1,111,0.0009827861832972628,49.13930916486314,49.13930916486314,0.000000002661
1,113,0.0006714412583018378,33.572062915091884,33.572062915091884,0.000000003824
1,115,0.0006497087975698017,32.485439878490084,32.485439878490084,0.000000003833
1,116,0.00031884301466680404,15.9421507333402,15.9421507333402,0.000000067234
1,118,0.0008658970356211828,43.29485178105914,43.29485178105914,0.000000001685
1,121,0.0006154561599714071,30.772807998570357,30.772807998570357,0.000000004363
1,122,0.0008273133058087604,41.36566529043801,41.36566529043801,0.000000003064
1,127,0.0007749109398954062,38.74554699477031,38.74554699477031,0.000000001744
1,131,0.0007217552995990991,36.087764979954954,36.087764979954954,0.000000001774
1,132,0.0005294721199317211,26.473605996586056,26.473605996586056,3.819077516982
1,133,0.0007788715294982742,38.94357647491371,38.94357647491371,0.000000038295
1,135,0.0008053159858637346,40.26579929318673,40.26579929318673,0.000000033073
1,137,0.0003486391816900442,17.431959084502207,17.431959084502207,0.000000006304
1,138,7.839484213026958e-05,3.9197421065134788,3.9197421065134788,0.000000012607
1,140,0.0008487831619294222,42.439158096471104,42.439158096471104,0.000000009829
1,141,0.0005513122570531278,27.565612852656386,27.565612852656386,0.000000001647
1,142,0.0003606963021889753,18.034815109448765,18.034815109448765,0.000000032003
1,143,0.00015511636423299076,7.7558182116495376,7.7558182116495376,0.000000007116
1,146,0.00011046066772681448,5.523033386340724,5.523033386340724,0.000000008494
1,150,0.0007159043416199092,35.79521708099546,35.79521708099546,0.000000011761
2,1,0.0006137048508207281,30.685242541036402,30.685242541036402,0.000000010421
2,4,0.0005516570212953042,27.582851064765208,27.582851064765208,0.000000018629
2,6,0.0009813314122789484,49.06657061394742,49.06657061394742,0.000000001586
2,8,0.0006938622916038422,34.69311458019211,34.69311458019211,0.000000007288
2,9,0.00047474946810820563,23.737473405410277,23.737473405410277,0.000000003341
2,11,0.0008329029668057282,41.645148340286404,41.645148340286404,0.000000003970
