i,j,a_ij,b_ij,distance,x_ij
1,1,0.0008726651460454,43.63325730227071,43.63325730227071,-4.543774041472724e-05
1,4,0.0009050233876115,45.2511693805796,45.2511693805796,0.0004805272361956966
1,9,0.0005732754757224,28.663773786121915,28.663773786121915,9.567210445579425e-05
1,10,4.745062985007474e-05,2.372531492503737,2.372531492503737,7.2785047080318e-05
1,19,0.0007051803777588,35.259018887941394,35.259018887941394,0.00011328468313804476
1,20,0.0005224850475419,26.124252377096745,26.124252377096745,-2.446248270146041e-05
1,21,0.0006369603263413,31.84801631706725,31.84801631706725,-7.807614292851217e-05
1,22,0.0009782647880879,48.91323940439656,48.91323940439656,0.002119961229773326
1,23,0.0006135736202472,30.67868101236168,30.67868101236168,7.812619819375045e-06
1,25,0.0009815711354717,49.078556773588296,49.078556773588296,0.00012395411229627895
1,33,0.0006264799835029,31.32399917514544,31.32399917514544,-7.825291808205893e-05
1,36,0.0005729540199638,28.647700998194928,28.647700998194928,9.745664686164874e-05
1,39,0.0007109607292186,35.54803646093448,35.54803646093448,-4.546046820745131e-05
1,42,0.0004384150735152,21.920753675761294,21.920753675761294,0.00011599342204971302
1,44,0.0007926095855384,39.6304792769207,39.6304792769207,9.632070428027962e-05
1,46,0.0006239575815266,31.19787907633106,31.19787907633106,0.00010244998952367981
1,49,0.0004201036746208,21.005183731041445,21.005183731041445,7.1306868586104835e-06
1,50,0.0005864347863892,29.32173931946456,29.32173931946456,-3.9797144117575396e-05
1,51,0.0009515551835058,47.57775917529354,47.57775917529354,0.00027848451412305404
1,58,0.0005805207631442,29.02603815721153,29.02603815721153,-1.2313994675742628e-06
1,63,0.0007195624531023,35.97812265511721,35.97812265511721,0.00011560561762152841
1,64,0.0001119246503822,5.596232519114902,5.596232519114902,18.065179110842024
1,68,0.0008881709543222,44.40854771611325,44.40854771611325,7.932163212350847e-05
1,71,0.0004873275270562,24.36637635281294,24.36637635281294,28.229554030097287
1,72,0.0009837197844406,49.18598922203461,49.18598922203461,0.0015499900612991463
1,74,0.0008139011492896,40.6950574644827,40.6950574644827,0.00010711144373354098
1,76,0.0009139758208541,45.69879104270735,45.69879104270735,0.00010060226902446736
1,77,0.0009879114332802,49.39557166401068,49.39557166401068,0.00047485051656566906
1,78,0.0009391351714264,46.95675857132331,46.95675857132331,-1.90870433147276e-06
1,80,0.0007244556459183,36.22278229591844,36.22278229591844,0.00012424993959558384
1,84,0.0008362114516926,41.81057258463106,41.81057258463106,-4.645740529722131e-05
1,85,0.0007409673884845,37.048369424225136,37.048369424225136,-0.0001683183661831647
1,88,0.0009896132437418,49.48066218709215,49.48066218709215,0.0013986146386719424
1,92,0.0007091816926673,35.45908463336864,35.45908463336864,0.00010498919715338987
1,93,0.000704897621827,35.24488109135051,35.24488109135051,31.073023091359694
1,97,0.0006987864991674,34.93932495837268,34.93932495837268,0.000113404982195146
1,101,0.0005874258435915,29.37129217957864,29.37129217957864,0.00011258133053569206
1,104,0.0007674625321935,38.37312660967814,38.37312660967814,-8.36958756617305e-05
1,106,0.0003875197586845,19.37598793422564,19.37598793422564,6.086843088891323e-06
1,111,0.0009827861832972,49.13930916486314,49.13930916486314,6.993306556720119e-05
1,113,0.0006714412583018,33.572062915091884,33.572062915091884,9.50323249061106e-06
1,115,0.0006497087975698,32.485439878490084,32.485439878490084,-8.578094833774703e-05
1,116,0.0003188430146668,15.9421507333402,15.9421507333402,0.00012116025972319152
1,118,0.0008658970356211,43.29485178105914,43.29485178105914,2.9937386085379038e-05
1,121,0.0006154561599714,30.77280799857036,30.77280799857036,-4.601847442846076e-05
1,122,0.0008273133058087,41.36566529043801,41.36566529043801,1.1634342455334764e-05
1,127,0.0007749109398954,38.74554699477031,38.74554699477031,6.0450447314319305e-05
1,131,0.000721755299599,36.08776497995496,36.08776497995496,0.0001027451719472138
1,132,0.0005294721199317,26.473605996586056,26.473605996586056,3.874563947938793
1,133,0.0007788715294982,38.94357647491371,38.94357647491371,0.00010191348795137277
1,135,0.0008053159858637,40.26579929318673,40.26579929318673,9.098199924005842e-05
1,137,0.00034863918169,17.431959084502207,17.431959084502207,5.540356288651804e-05
1,138,7.839484213026958e-05,3.919742106513479,3.919742106513479,9.119665739189553e-05
1,140,0.0008487831619294,42.439158096471104,42.439158096471104,9.38451453563305e-05
1,141,0.0005513122570531,27.565612852656383,27.565612852656383,9.748248012340871e-05
1,142,0.0003606963021889,18.034815109448765,18.034815109448765,0.0001236718635809451
1,143,0.0001551163642329,7.7558182116495376,7.7558182116495376,0.00012276830664370963
1,146,0.0001104606677268,5.523033386340724,5.523033386340724,7.392250517580326e-05
1,150,0.0007159043416199,35.79521708099546,35.79521708099546,0.00011321912711339953
2,1,0.0006137048508207,30.6852425410364,30.6852425410364,-0.00027548750641888717
2,4,0.0005516570212953,27.582851064765208,27.582851064765208,0.0002504515830930588
2,6,0.0009813314122789,49.06657061394742,49.06657061394742,0.0011151399180150713
2,8,0.0006938622916038,34.69311458019211,34.69311458019211,0.0026791998993963735
2,9,0.0004747494681082,23.73747340541028,23.73747340541028,-0.00013437470034166908
2,11,0.0008329029668057,41.6451483402864,41.6451483402864,0.002624264177322616
2,12,0.0007583625833036,37.91812916518334,37.91812916518334,0.0015578746030444851
2,14,0.0003111338348782,15.556691743914689,15.556691743914689,0.0018694826192626138
2,16,0.0008000554025345,40.00277012672588,40.00277012672588,0.00273043564273426
2,18,0.0008752313466265,43.761567331328266,43.761567331328266,0.002624335883776097
2,19,0.0003472138110186,17.360690550932727,17.360690550932727,-0.00011679169284910596
2,21,0.0007315234989502,36.57617494751041,36.57617494751041,-0.00030811316335173697
2,22,0.0002336628093145,11.683140465725351,11.683140465725351,0.001889956847825541
2,27,0.0008645495486991,43.22747743495572,43.22747743495572,0.0016731997793378328
2,28,0.0008661677907423,43.308389537115175,43.308389537115175,0.0017697754538818248
2,29,0.0004317268962614,21.58634481307304,21.58634481307304,0.002132370197093862
2,32,0.0006776317352653,33.88158676326509,33.88158676326509,0.00023965687566545324
2,33,0.0009560050649126,47.80025324563149,47.80025324563149,-0.0003082331243007488
2,34,0.0001913366178833,9.566830894166737,9.566830894166737,9.525617035485317e-05
2,35,0.0008203742958168,41.01871479084193,41.01871479084193,0.001831359061533946
2,37,0.0003438197261729,17.19098630864694,17.19098630864694,0.00011359658882030458
2,38,0.0009309040386151,46.54520193075624,46.54520193075624,0.0016700707585160714
2,39,0.000597025704877,29.85128524385208,29.85128524385208,-0.0002755035793015432
2,40,0.0004770463354876,23.852316774383176,23.852316774383176,0.0002509649974438467
2,46,0.0004112292218097,20.561461090489036,20.561461090489036,-0.00012759961119382452
2,47,0.000765695721282,38.28478606410152,38.28478606410152,0.0018058144567597377
2,48,0.0007239043449801,36.19521724900822,36.19521724900822,0.0020665279333880082
2,49,0.000865270943645,43.263547182250846,43.263547182250846,-0.00022281401711167836
